INDICE;LATITUDE;LONGITUDE;CODIGO_ROTA;SEQUENCIA;LOGRADOURO;NUMERO
400157196.0;-22.812371;-43.317745;72_212;464.0;ANTONIO LOPES;88
400119139.0;-22.807157;-43.323027;72_208;193.0;MOZART;331
401207120.0;-22.810577;-43.321728;72_211;406.0;ROBERT SCHUMANN;582
400128476.0;-22.803791;-43.320765;72_209;271.0;MAL ANTONIO SOUZA;1683
400541739.0;-22.808265;-43.330564;72_204;316.0;RODOLFO CHAMBELLAND;332
400095393.0;-22.80904;-43.320343;72_210;160.0;GEORGES BIZET;233
400489701.0;-22.806157;-43.327194;72_206;267.0;PINTOR MARQUES JUNIOR;152
402138021.0;-22.807699;-43.32371;72_208;27.0;SEBASTIAN BACH;342
400141842.0;-22.809953;-43.320441;72_211;277.0;ANTONIO DE ALBUQUERQUE;130
400395206.0;-22.806985;-43.321245;72_210;260.0;ANTONIO DE ALBUQUERQUE;471
400456974.0;-22.809531;-43.322909;72_208;290.0;GEORGES BIZET;11
400157554.0;-22.812608;-43.317957;72_212;16.0;LOURIVAL INACIO;96
400086739.0;-22.812202;-43.326348;72_203;302.0;GAL OSCILIO MAIA;479
400156276.0;-22.808873;-43.32768;72_204;97.0;PROF PIRES SALGADO;257
403464147.0;-22.808029;-43.320296;72_210;126.0;CHARLES GOUNOD;452
400092262.0;-22.810672;-43.31862;72_212;130.0;QUINCAS LARANJEIRAS;49
402069577.0;-22.811106;-43.328566;72_203;244.0;GENERAL OSCILIO MAIA;250
400549829.0;-22.811693;-43.327276;72_203;318.0;GAL OSCILIO MAIA;369
400158188.0;-22.810456;-43.318709;72_212;137.0;QUINCAS LARANJEIRAS;50
401698435.0;-22.814961;-43.322751;72_201;55.0;CARI LEVI;319
403464561.0;-22.813266;-43.317819;72_214;298.0;CORREA DIAS;1433
400109504.0;-22.81057;-43.328115;72_204;421.0;ATILIO PARIM;341
400158284.0;-22.814344;-43.317829;72_213;383.0;QUINCAS LARANJEIRAS;146
401660471.0;-22.813929;-43.323159;72_201;359.0;JORN GERALDO ROCHA;186
400158161.0;-22.809641;-43.318865;72_212;165.0;QUINCAS LARANJEIRAS;23
400161442.0;-22.803949;-43.323658;72_209;55.0;MAL JOSE PESSOA;224
403465148.0;-22.81403;-43.31786;72_213;396.0;QUINCAS LARANJEIRAS;131
400157109.0;-22.80888;-43.318507;72_212;393.0;ANTONIO LOPES;1
401477539.0;-22.811378;-43.325102;72_205;205.0;MIN ARTUR COSTA;415
400138152.0;-22.817072;-43.317832;72_214;44.0;ROSSINI;22
401107763.0;-22.805419;-43.327557;72_206;333.0;PINTOR MARQUES JUNIOR;71
400158172.0;-22.809962;-43.318829;72_212;153.0;QUINCAS LARANJEIRAS;34
400105664.0;-22.811461;-43.322176;72_211;96.0;CRISTIANO MACHADO;911
400091502.0;-22.803706;-43.321268;72_209;259.0;CHARLES GOUNOD;21
400157219.0;-22.813305;-43.317482;72_214;366.0;VERTENTES;111
400452326.0;-22.806601;-43.324511;72_208;44.0;MIN ARTUR COSTA;792
400328896.0;-22.809266;-43.320905;72_211;222.0;GEORGES BIZET;268
400157584.0;-22.813978;-43.317591;72_214;274.0;LOURIVAL INACIO;129
400476643.0;-22.811856;-43.322042;72_211;3.0;JORN GERALDO ROCHA;375
400414077.0;-22.810675;-43.322205;72_211;120.0;MOZART;681
400336416.0;-22.809431;-43.32117;72_211;218.0;FRANZ LISZT;583
400471503.0;-22.809183;-43.327093;72_204;88.0;PROF PIRES SALGADO;317
400369075.0;-22.810288;-43.329424;72_204;356.0;PROF COSTA RIBEIRO;143
400095529.0;-22.808378;-43.327992;72_206;56.0;PROF COSTA RIBEIRO;426
400098061.0;-22.806919;-43.323211;72_208;240.0;MOZART;302
400156188.0;-22.810537;-43.326212;72_205;356.0;MONS CASTELO BRANCO;121
400100999.0;-22.80459;-43.320571;72_209;291.0;MAL ANTONIO SOUZA;1593
400384116.0;-22.810638;-43.321099;72_211;176.0;FRANZ LISZT;712
400086677.0;-22.809709;-43.327337;72_204;109.0;MONS CASTELO BRANCO;335
402647679.0;-22.810197;-43.31874;72_212;144.0;QUINCAS LARANJEIRAS;41
400157513.0;-22.810832;-43.318321;72_212;76.0;LOURIVAL INACIO;55
401150551.0;-22.80638;-43.329016;604_3;18.0;RODOLFO CHAMBELLAND;798
400309618.0;-22.813097;-43.319591;72_213;308.0;ARINOS;102
400100951.0;-22.811811;-43.326104;72_205;315.0;ATILIO PARIM;596
400393375.0;-22.81285;-43.316873;72_214;385.0;CORREA DIAS;1383
400157471.0;-22.809277;-43.318681;72_212;234.0;LOURIVAL INACIO;13
402661585.0;-22.804275;-43.323182;72_209;67.0;ROBERT SCHUMANN;42
400376572.0;-22.813925;-43.317656;72_214;302.0;LOURIVAL INACIO;130
400090123.0;-22.809216;-43.319492;72_211;297.0;MAL ANTONIO SOUZA;815
400472071.0;-22.802832;-43.324328;72_207;112.0;TALES DE CARVALHO;115
400090567.0;-22.809061;-43.32259;72_208;10.0;MOZART;521
400158140.0;-22.808913;-43.319137;72_212;188.0;QUINCAS LARANJEIRAS;2
400157570.0;-22.813314;-43.317795;72_214;296.0;LOURIVAL INACIO;112
400098352.0;-22.805858;-43.324267;72_209;390.0;ATILIO VIVAQUA;111
402687109.0;-22.817266;-43.317929;72_214;43.0;CRISTIANO MACHADO;172
401918059.0;-22.810409;-43.325409;72_205;397.0;VIANA DO CASTELO;169
400157526.0;-22.804467;-43.326667;72_212;64.0;MARECHAL JOSE PESSOA;68
400364815.0;-22.81731;-43.317087;72_214;58.0;MAL ANTONIO SOUZA;123
400104509.0;-22.811511;-43.324108;72_202;304.0;FREDERIC CHOPIN;65
400104508.0;-22.813695;-43.318447;72_213;442.0;GAL MAGALHAES BARATA;534
401481687.0;-22.81282;-43.326414;72_203;186.0;ANTONIO DA SILVA;58
400157150.0;-22.810099;-43.31827;72_212;279.0;ANTONIO LOPES;42
400247112.0;-22.807615;-43.326014;72_205;136.0;PINTOR MARQUES JUNIOR;361
400350637.0;-22.814205;-43.322953;72_201;105.0;PLINIO BARRETO;171
400086741.0;-22.811725;-43.328629;72_203;391.0;ANTONIO DA SILVA;130
402656830.0;-22.808702;-43.322164;72_208;116.0;ROBERT SCHUMANN;392
400421607.0;-22.81174;-43.32719;72_203;317.0;GAL OSCILIO MAIA;379
400156656.0;-22.802849;-43.325399;72_207;240.0;TALES DE CARVALHO;195
400104999.0;-22.810601;-43.320895;72_211;191.0;FRANZ LISZT;713
400157180.0;-22.811287;-43.318005;72_212;314.0;ANTONIO LOPES;72
400099651.0;-22.807859;-43.319706;72_210;436.0;MAL ANTONIO SOUZA;1132
400158202.0;-22.811072;-43.318579;72_212;114.0;QUINCAS LARANJEIRAS;64
400049383.0;-22.811873;-43.321357;72_213;110.0;JORN GERALDO ROCHA;534
401927589.0;-22.806741;-43.323251;72_208;235.0;MOZART;288
400156810.0;-22.803985;-43.322645;72_213;160.0;FRANZ LISZT;18
400090581.0;-22.808811;-43.322763;72_208;271.0;MOZART;492
400158247.0;-22.813121;-43.318059;61_0;0.0;QUINCAS LARANJEIRAS;109
400107342.0;-22.808661;-43.319504;72_210;420.0;MAL ANTONIO SOUZA;1322
400097521.0;-22.810906;-43.321538;72_211;9.0;ROBERT SCHUMANN;721
402355770.0;-22.808811;-43.329201;72_204;338.0;MONS CASTELO BRANCO;146
400086719.0;-22.812041;-43.325685;72_205;321.0;ATILIO PARIM;646
400517690.0;-22.80616;-43.320822;72_210;365.0;CHARLES GOUNOD;272
400109082.0;-22.812085;-43.3242;72_202;283.0;FRANZ SCHUBERT;73
400108143.0;-22.803739;-43.325358;72_207;128.0;MAL JOSE PESSOA;195
400158213.0;-22.811505;-43.318428;72_212;98.0;QUINCAS LARANJEIRAS;75
400257667.0;-22.814186;-43.323351;72_201;100.0;JORN GERALDO ROCHA;160
400156569.0;-22.810186;-43.327866;72_204;203.0;PADRE BOSS;322
400494413.0;-22.811143;-43.317019;72_212;424.0;TEIXEIRA E SOUSA;60
400096197.0;-22.811637;-43.319552;72_213;72.0;CONS MEIRELLES;68
400119091.0;-22.807422;-43.320403;72_210;135.0;CHARLES GOUNOD;381
400157216.0;-22.813207;-43.317551;80_105;1.0;ANTONIO LOPES;108
400086811.0;-22.804931;-43.326615;72_207;374.0;OTAVIO MANGABEIRA;468
400051808.0;-22.816883;-43.317155;72_214;92.0;MAL ANTONIO SOUZA;182
400150771.0;-22.811204;-43.319759;72_213;147.0;JORN GERALDO ROCHA;700
400157173.0;-22.811027;-43.318018;72_212;355.0;ANTONIO LOPES;65
400360971.0;-22.809804;-43.328903;72_204;365.0;PROF COSTA RIBEIRO;280
400144186.0;-22.813812;-43.32485;72_202;170.0;CARI LEVI;483
400157583.0;-22.813864;-43.31767;72_214;277.0;LOURIVAL INACIO;128
400095621.0;-22.808938;-43.321986;72_210;13.0;ROBERT SCHUMANN;521
400137586.0;-22.805898;-43.320882;72_210;361.0;CHARLES GOUNOD;242
400116968.0;-22.811441;-43.326779;72_205;304.0;ATILIO PARIM;516
400133895.0;-22.808673;-43.319587;72_210;421.0;MAL ANTONIO SOUZA;1324
400100195.0;-22.807131;-43.325219;72_208;372.0;OTAVIO MANGABEIRA;195
400157571.0;-22.813481;-43.317703;72_214;289.0;LOURIVAL INACIO;113
400157562.0;-22.812854;-43.3179;72_212;9.0;LOURIVAL INACIO;104
400455670.0;-22.812433;-43.326166;72_203;281.0;GAL OSCILIO MAIA;532
402556134.0;-22.806025;-43.32195;72_210;59.0;FRANZ LISZT;231
400422017.0;-22.815659;-43.319221;72_214;440.0;CRISTIANO MACHADO;391
402086659.0;-22.80772;-43.324153;72_208;324.0;MIN ARTUR COSTA;691
400381603.0;-22.811197;-43.328399;72_203;246.0;GENERAL OSCILIO MAIA;262
400106319.0;-22.810348;-43.319222;72_211;312.0;MAL ANTONIO SOUZA;685
400150898.0;-22.807347;-43.327218;72_206;170.0;PROF COSTA RIBEIRO;520
400103576.0;-22.80834;-43.330056;72_204;325.0;MONS CASTELO BRANCO;46
400091147.0;-22.805073;-43.326669;72_207;385.0;OTAVIO MANGABEIRA;459
400421402.0;-22.814343;-43.322478;72_201;350.0;PLINIO BARRETO;122
400158234.0;-22.812593;-43.318228;72_213;430.0;QUINCAS LARANJEIRAS;96
400157510.0;-22.804489;-43.326793;72_212;81.0;MARECHAL JOSE PESSOA;52
400392652.0;-22.811817;-43.329705;72_203;113.0;JOAO DE PAULA FONSECA;36
400002619.0;-22.805531;-43.325652;72_207;340.0;MIN ARTUR COSTA;921
400157156.0;-22.810512;-43.318187;72_212;298.0;ANTONIO LOPES;48
401206160.0;-22.803545;-43.327487;72_207;281.0;OTAVIO MANGABEIRA;628
401549061.0;-22.809967;-43.323068;72_211;54.0;CRISTIANO MACHADO;812
400158155.0;-22.809453;-43.318907;72_212;170.0;QUINCAS LARANJEIRAS;17
400107842.0;-22.810551;-43.32112;72_211;174.0;FRANZ LISZT;702
400396790.0;-22.812326;-43.325533;72_205;325.0;MIN ARTUR COSTA;205
400291892.0;-22.813741;-43.3204;72_213;4.0;CRISTIANO MACHADO;504
400416733.0;-22.805613;-43.326133;72_207;362.0;OTAVIO MANGABEIRA;378
400158256.0;-22.813479;-43.318027;72_213;368.0;QUINCAS LARANJEIRAS;118
402180062.0;-22.816301;-43.317931;72_214;114.0;IRMA VOISIN;44
400298530.0;-22.811973;-43.323448;72_202;314.0;FREDERIC CHOPIN;142
400379291.0;-22.811837;-43.329376;72_203;366.0;JOAO DE PAULA FONSECA;85
400396400.0;-22.80753;-43.322132;72_210;37.0;DEBUSSY;361
400158148.0;-22.809213;-43.319011;72_212;194.0;QUINCAS LARANJEIRAS;10
400158163.0;-22.8097;-43.318852;61_0;0.0;QUINCAS LARANJEIRAS;25
400547299.0;-22.810383;-43.329637;72_203;1.0;GAL OSCILIO MAIA;163
400098048.0;-22.811381;-43.318867;72_212;36.0;MAL ANTONIO SOUZA;892
400107899.0;-22.807753;-43.324642;72_208;342.0;OTAVIO MANGABEIRA;92
400123787.0;-22.812074;-43.325045;72_202;228.0;MIN ARTUR COSTA;262
400118439.0;-22.81033;-43.327344;72_204;212.0;PADRE BOSS;550
401853755.0;-22.804324;-43.320636;72_209;285.0;MAL ANTONIO SOUZA;1623
400100692.0;-22.810923;-43.328898;72_203;241.0;GENERAL OSCILIO MAIA;202
400097515.0;-22.808101;-43.330227;72_204;162.0;MONS CASTELO BRANCO;25
400121765.0;-22.808764;-43.329286;72_204;335.0;MONS CASTELO BRANCO;136
400105284.0;-22.810248;-43.319128;72_211;326.0;MAL ANTONIO SOUZA;1002
400158210.0;-22.811323;-43.318522;72_212;105.0;QUINCAS LARANJEIRAS;72
400157114.0;-22.808992;-43.318527;72_212;259.0;ANTONIO LOPES;6
400157519.0;-22.811018;-43.318279;72_212;68.0;LOURIVAL INACIO;61
400109484.0;-22.809552;-43.319412;72_211;301.0;MAL ANTONIO SOUZA;775
400431176.0;-22.81037;-43.322776;72_211;45.0;CRISTIANO MACHADO;762
400381895.0;-22.808687;-43.320725;72_210;169.0;ANTONIO DE ALBUQUERQUE;276
401792309.0;-22.809337;-43.318981;72_212;197.0;QUINCAS LARANJEIRAS;14
400306409.0;-22.80623;-43.327142;72_206;269.0;PINTOR MARQUES JUNIOR;162
400157491.0;-22.809893;-43.318538;72_212;223.0;LOURIVAL INACIO;33
400098232.0;-22.806669;-43.32058;72_210;334.0;CHARLES GOUNOD;331
400089694.0;-22.814047;-43.325373;72_202;203.0;GAL CORREA E CASTRO;638
400157230.0;-22.813622;-43.317456;72_214;356.0;ANTONIO LOPES;120
400089727.0;-22.808343;-43.322246;72_208;108.0;ROBERT SCHUMANN;438
401950882.0;-22.809975;-43.325026;72_205;66.0;PEDRO DA VEIGA;181
400091311.0;-22.808433;-43.322226;72_208;109.0;ROBERT SCHUMANN;402
401878292.0;-22.809257;-43.328756;72_204;347.0;PROF COSTA RIBEIRO;363
400091461.0;-22.802995;-43.32632;72_207;256.0;TALES DE CARVALHO;286
400091637.0;-22.812703;-43.318558;72_213;53.0;MAL ANTONIO SOUZA;752
400130374.0;-22.809891;-43.321061;72_211;210.0;FRANZ LISZT;633
400140260.0;-22.811973;-43.324994;72_202;230.0;MIN ARTUR COSTA;292
400390856.0;-22.818371;-43.316247;72_214;14.0;DO VIGARIO GERAL;229
400309621.0;-22.813035;-43.319166;72_213;284.0;ARINOS;51
400089626.0;-22.803967;-43.325831;72_207;133.0;MAL JOSE PESSOA;145
400089792.0;-22.808493;-43.320164;72_210;119.0;CHARLES GOUNOD;503
400453741.0;-22.807616;-43.324204;72_208;323.0;MIN ARTUR COSTA;701
400456440.0;-22.815284;-43.322171;72_201;64.0;CARI LEVI;249
400086803.0;-22.806535;-43.325505;72_208;364.0;OTAVIO MANGABEIRA;272
401742133.0;-22.812001;-43.329368;72_203;123.0;JOAO DE PAULA FONSECA;76
400108255.0;-22.810368;-43.32753;72_204;207.0;PADRE BOSS;362
400482952.0;-22.809487;-43.322068;72_211;142.0;GEORGES BIZET;94
400291900.0;-22.812045;-43.3218;72_213;166.0;CRISTIANO MACHADO;851
400144907.0;-22.813218;-43.319616;72_213;274.0;ARINOS;108
400101310.0;-22.808519;-43.325378;72_205;26.0;PINTOR MARQUES JUNIOR;483
400102417.0;-22.803996;-43.325898;72_207;135.0;MAL JOSE PESSOA;135
400107103.0;-22.80921;-43.324893;72_205;13.0;PINTOR MARQUES JUNIOR;573
401566832.0;-22.804736;-43.327986;72_206;253.0;RODOLFO CHAMBELLAND;731
400144258.0;-22.810778;-43.320853;72_211;187.0;FRANZ LISZT;733
400505953.0;-22.809727;-43.325889;72_205;410.0;VIANA DO CASTELO;83
401538823.0;-22.806387;-43.323333;72_208;231.0;MOZART;242
400116181.0;-22.809765;-43.32839;72_204;228.0;PADRE BOSS;241
400338181.0;-22.810211;-43.324167;72_202;392.0;MIN ARTUR COSTA;432
400424991.0;-22.806719;-43.321306;72_210;257.0;ANTONIO DE ALBUQUERQUE;503
402223724.0;-22.805949;-43.327932;72_206;203.0;FIDIAS;61
400393443.0;-22.815827;-43.321967;72_201;125.0;GAL MAGALHAES BARATA;75
402607165.0;-22.813665;-43.324876;72_202;144.0;CARI LEVI;484
401230595.0;-22.813096;-43.324963;72_202;97.0;PLINIO BARRETO;371
400309619.0;-22.813314;-43.320119;72_213;315.0;ARINOS;162
400086654.0;-22.807651;-43.328914;72_206;41.0;ALVARO DE MAGALHAES;70
400115418.0;-22.807732;-43.326962;72_206;285.0;BARAO DE STUDART;21
401732363.0;-22.805849;-43.327411;72_206;263.0;PINTOR MARQUES JUNIOR;110
402364504.0;-22.815732;-43.320476;72_201;294.0;PROF FRANCA AMARAL;471
400110632.0;-22.810262;-43.327471;72_204;213.0;PADRE BOSS;351
400157318.0;-22.810197;-43.321205;72_211;168.0;FRANZ LISZT;662
400457638.0;-22.806104;-43.324001;72_208;62.0;SEBASTIAN BACH;200
400107100.0;-22.805611;-43.32246;72_210;226.0;ATILIO VIVAQUA;210
400107750.0;-22.805072;-43.323004;72_209;78.0;ROBERT SCHUMANN;132
401303896.0;-22.804189;-43.324398;72_209;23.0;MAL JOSE PESSOA;184
402536989.0;-22.808599;-43.325322;72_205;24.0;PINTOR MARQUES JUNIOR;493
400158143.0;-22.809083;-43.318991;72_212;178.0;QUINCAS LARANJEIRAS;5
400153680.0;-22.805749;-43.322889;72_208;159.0;ROBERT SCHUMANN;192
400453745.0;-22.814074;-43.318572;72_213;463.0;EIVIND NEPOMUCENO;141
400126032.0;-22.804831;-43.322247;72_209;140.0;FRANZ LISZT;121
400108049.0;-22.806959;-43.322448;72_210;203.0;ROBERT SCHUMANN;321
401601812.0;-22.806468;-43.328421;72_206;153.0;IBIUNA;36
400360967.0;-22.809898;-43.328962;72_204;363.0;PROF COSTA RIBEIRO;270
402241066.0;-22.807848;-43.32721;72_206;123.0;GELABERT SIMAS;207
401869151.0;-22.811243;-43.319851;72_213;146.0;JORN GERALDO ROCHA;690
400396398.0;-22.80753;-43.322132;72_210;36.0;DEBUSSY;361
400106808.0;-22.807622;-43.320486;72_210;140.0;CHARLES GOUNOD;412
400158262.0;-22.813664;-43.317985;72_213;371.0;QUINCAS LARANJEIRAS;124
400095228.0;-22.808804;-43.326854;72_206;75.0;ALVARO DE MAGALHAES;294
402008741.0;-22.815732;-43.320476;72_201;293.0;PROF FRANCA AMARAL;471
400102476.0;-22.80761;-43.322513;72_208;98.0;DEBUSSY;411
400142409.0;-22.810997;-43.323635;72_202;341.0;RICHARD STRAUSS;111
400158182.0;-22.810259;-43.318757;72_212;143.0;QUINCAS LARANJEIRAS;44
402486123.0;-22.817627;-43.317833;72_214;473.0;CRISTIANO MACHADO;135
400096361.0;-22.806963;-43.32113;72_210;262.0;ANTONIO DE ALBUQUERQUE;472
402426411.0;-22.808671;-43.32205;72_210;19.0;ROBERT SCHUMANN;491
400098138.0;-22.813733;-43.318948;72_213;360.0;GAL MAGALHAES BARATA;498
402430386.0;-22.811973;-43.324994;72_202;231.0;MIN ARTUR COSTA;292
402302992.0;-22.808152;-43.32667;72_205;153.0;GELABERT SIMAS;199
400095607.0;-22.80943;-43.324738;72_205;8.0;PINTOR MARQUES JUNIOR;601
400036946.0;-22.807581;-43.324902;72_208;380.0;OTAVIO MANGABEIRA;151
400089914.0;-22.813192;-43.323319;72_202;19.0;JORGE LACERDA;200
400086694.0;-22.810039;-43.327883;72_204;220.0;PADRE BOSS;301
402571722.0;-22.805367;-43.323554;72_209;383.0;MOZART;150
400086754.0;-22.812998;-43.326299;72_203;170.0;ANTONIO DA SILVA;31
400100949.0;-22.809391;-43.31945;72_211;299.0;MAL ANTONIO SOUZA;795
400397588.0;-22.816669;-43.319637;72_201;149.0;PROF FRANCA AMARAL;316
400206893.0;-22.806338;-43.325425;72_208;298.0;BARAO DE STUDART;254
400091735.0;-22.810336;-43.324949;72_205;195.0;PEDRO DA VEIGA;202
400393446.0;-22.813351;-43.320211;72_213;316.0;ARINOS;172
400117165.0;-22.810275;-43.327701;72_204;206.0;PADRE BOSS;342
401228937.0;-22.807125;-43.321901;72_210;82.0;FRANZ LISZT;348
402082898.0;-22.806536;-43.323168;72_208;207.0;MOZART;261
400152904.0;-22.81462;-43.3222;72_201;113.0;PLINIO BARRETO;81
400107767.0;-22.809473;-43.32798;72_204;388.0;MONS CASTELO BRANCO;266
400383558.0;-22.813192;-43.320958;72_213;250.0;CRISTIANO MACHADO;701
400420314.0;-22.802926;-43.323745;604_3;2.0;TALES DE CARVALHO;32
400382755.0;-22.804457;-43.324363;72_209;27.0;SEBASTIAN BACH;42
400106297.0;-22.804235;-43.320658;72_209;280.0;MAL ANTONIO SOUZA;1633
400096191.0;-22.813585;-43.325276;72_202;162.0;CARI LEVI;533
401113060.0;-22.817551;-43.317887;72_214;472.0;CRISTIANO MACHADO;141
400145016.0;-22.815589;-43.322593;72_201;27.0;GAL CORREA E CASTRO;338
400105600.0;-22.806556;-43.326747;72_206;311.0;PINTOR MARQUES JUNIOR;223
400096085.0;-22.809064;-43.329702;72_204;244.0;PADRE BOSS;111
402465354.0;-22.808193;-43.32447;72_208;390.0;OTAVIO MANGABEIRA;71
400090592.0;-22.807996;-43.32283;72_208;25.0;MOZART;401
401712999.0;-22.809967;-43.323068;72_211;56.0;CRISTIANO MACHADO;812
400102187.0;-22.805438;-43.322388;72_209;330.0;ATILIO VIVAQUA;227
402068465.0;-22.814375;-43.320126;72_214;416.0;CRISTIANO MACHADO;561
400252784.0;-22.806001;-43.322795;72_208;163.0;ROBERT SCHUMANN;212
400009251.0;-22.807147;-43.325071;72_208;350.0;OTAVIO MANGABEIRA;172
401601492.0;-22.812952;-43.326383;72_203;169.0;ANTONIO DA SILVA;41
401586249.0;-22.806743;-43.323735;72_208;141.0;SEBASTIAN BACH;271
400145968.0;-22.811561;-43.318826;72_212;34.0;MAL ANTONIO SOUZA;872
403222560.0;-22.813323;-43.324479;72_202;109.0;PLINIO BARRETO;322
400136552.0;-22.810475;-43.325363;72_205;395.0;VIANA DO CASTELO;185
400093230.0;-22.809178;-43.328705;72_204;344.0;PROF COSTA RIBEIRO;265
401113296.0;-22.804166;-43.323103;72_209;106.0;ROBERT SCHUMANN;31
401757880.0;-22.806285;-43.324723;72_208;50.0;MIN ARTUR COSTA;832
400091438.0;-22.813181;-43.319526;72_213;277.0;ARINOS;91
402656154.0;-22.807667;-43.322766;72_208;95.0;DEBUSSY;431
402680623.0;-22.8151;-43.322502;72_201;60.0;CARI LEVI;289
400091437.0;-22.804701;-43.322482;72_209;126.0;FRANZ LISZT;98
400158624.0;-22.811765;-43.326189;72_205;314.0;ATILIO PARIM;586
400107912.0;-22.807963;-43.319661;72_210;431.0;MAL ANTONIO SOUZA;1252
400120894.0;-22.809241;-43.321913;72_210;4.0;ROBERT SCHUMANN;541
400104591.0;-22.805345;-43.32761;72_206;334.0;PINTOR MARQUES JUNIOR;61
400117923.0;-22.810869;-43.326401;72_205;226.0;PADRE BOSS;451
400105921.0;-22.814037;-43.324428;72_202;177.0;CARI LEVI;433
401851124.0;-22.805251;-43.322964;72_209;82.0;ROBERT SCHUMANN;152
400091445.0;-22.808811;-43.322763;72_208;272.0;MOZART;492
400141446.0;-22.810072;-43.319168;72_211;328.0;MAL ANTONIO SOUZA;1022
402160756.0;-22.813896;-43.324459;72_202;138.0;CARI LEVI;434
400105115.0;-22.80677;-43.327488;72_206;373.0;FIDIAS;142
403458120.0;-22.809262;-43.32963;72_204;182.0;PADRE BOSS;120
400501002.0;-22.811084;-43.327469;72_205;295.0;ATILIO PARIM;440
400158557.0;-22.813652;-43.318337;72_213;469.0;MAL ANTONIO SOUZA;508
401927020.0;-22.812326;-43.325533;72_205;326.0;MIN ARTUR COSTA;205
401595863.0;-22.805876;-43.327232;72_206;325.0;PINTOR MARQUES JUNIOR;131
401775374.0;-22.811907;-43.32954;72_203;117.0;JOAO DE PAULA FONSECA;56
400083194.0;-22.818186;-43.317295;72_214;26.0;CRISTIANO MACHADO;36
400269623.0;-22.809429;-43.330413;72_204;271.0;ATILIO PARIM;62
400159777.0;-22.806104;-43.324001;72_208;61.0;SEBASTIAN BACH;200
400423259.0;-22.808456;-43.323345;72_208;426.0;SEBASTIAN BACH;441
400417100.0;-22.80549;-43.320349;72_210;300.0;MAL ANTONIO SOUZA;1513
400084662.0;-22.809176;-43.323179;72_208;414.0;SEBASTIAN BACH;521
402457369.0;-22.813055;-43.318478;72_213;472.0;MAL ANTONIO SOUZA;712
401639757.0;-22.805692;-43.323572;72_209;386.0;ATILIO VIVAQUA;181
400051777.0;-22.811873;-43.321357;72_213;111.0;JORN GERALDO ROCHA;534
401732357.0;-22.809599;-43.325296;72_205;71.0;PEDRO DA VEIGA;125
401834303.0;-22.80478;-43.326183;72_207;326.0;MIN ARTUR COSTA;1163
400328766.0;-22.816218;-43.320499;72_201;248.0;CARI LEVI;79
400341590.0;-22.810574;-43.328347;72_204;453.0;ATILIO PARIM;324
400090377.0;-22.812968;-43.321121;72_213;185.0;CRISTIANO MACHADO;731
400098240.0;-22.809899;-43.32508;72_205;67.0;PEDRO DA VEIGA;171
401775570.0;-22.808201;-43.323404;72_208;431.0;SEBASTIAN BACH;411
400383552.0;-22.807842;-43.328357;72_206;6.0;ALVARO DE MAGALHAES;145
400008498.0;-22.815438;-43.321896;72_201;67.0;CARI LEVI;229
402446687.0;-22.809678;-43.329763;72_204;292.0;ATILIO PARIM;135
400096015.0;-22.814804;-43.321864;72_201;118.0;PLINIO BARRETO;41
402172226.0;-22.80687;-43.320658;72_210;376.0;CHARLES GOUNOD;352
402722530.0;-22.805375;-43.326458;72_207;391.0;OTAVIO MANGABEIRA;419
400136579.0;-22.806875;-43.328982;72_206;138.0;GELABERT SIMAS;24
400424827.0;-22.812962;-43.323744;72_202;24.0;JORGE LACERDA;250
401750872.0;-22.8034;-43.320945;72_209;266.0;MAL JOSE PESSOA;470
401479353.0;-22.815191;-43.322112;72_201;71.0;CARI LEVI;194
400152830.0;-22.805344;-43.323451;72_209;347.0;MOZART;151
400384170.0;-22.80634;-43.32078;72_210;367.0;CHARLES GOUNOD;292
401748551.0;-22.80834;-43.32634;72_205;160.0;GELABERT SIMAS;335
400003886.0;-22.804411;-43.320615;72_209;287.0;MAL ANTONIO SOUZA;1613
400098035.0;-22.8034;-43.320945;72_209;264.0;MAL JOSE PESSOA;470
400095629.0;-22.806462;-43.321853;72_210;51.0;FRANZ LISZT;281
402267880.0;-22.814448;-43.318151;72_213;452.0;MAL ANTONIO SOUZA;412
401500786.0;-22.81317;-43.319768;72_213;310.0;ARINOS;122
400543942.0;-22.809657;-43.324677;72_205;53.0;PINTOR MARQUES JUNIOR;633
400091750.0;-22.805687;-43.320304;72_210;304.0;MAL ANTONIO SOUZA;1493
400105443.0;-22.809165;-43.322682;72_208;280.0;MOZART;490
402004962.0;-22.808011;-43.32715;72_206;120.0;GELABERT SIMAS;121
400084596.0;-22.817396;-43.317046;72_214;61.0;MAL ANTONIO SOUZA;115
402427524.0;-22.80981;-43.319227;72_211;332.0;MAL ANTONIO SOUZA;1052
400418903.0;-22.807265;-43.320757;72_210;393.0;DEBUSSY;263
400153403.0;-22.814957;-43.322531;72_201;77.0;CARI LEVI;244
400336384.0;-22.804781;-43.322464;72_209;127.0;FRANZ LISZT;108
400090582.0;-22.808173;-43.32279;72_208;22.0;MOZART;421
400431595.0;-22.806253;-43.328428;72_206;397.0;IBIUNA;35
401756988.0;-22.80625;-43.327721;72_206;198.0;FIDIAS;101
402663696.0;-22.812914;-43.319144;72_213;300.0;ARINOS;52
402261848.0;-22.807662;-43.330116;72_204;31.0;RODOLFO CHAMBELLAND;400
